direct,indirect,issuer_cik,issuer_name,isDirector,isOfficer,isTenPercentOwner,isOther,date,name,accession,officerTitle,predicted_gender,total_stock
,,1347815,flagstone reinsurance holdings ltd,1,0,0,0.0,20100402,dickson thomas,114036110015118,,male,
,,1347815,flagstone reinsurance holdings ltd,1,1,0,0.0,20100406,brown david a,114036110015590,Chief Executive Officer,male,
,,1347815,flagstone reinsurance holdings ltd,0,0,1,0.0,20100406,haverford (bermuda) ltd.,114036110015587,,male,
,,1347815,flagstone reinsurance holdings ltd,1,1,1,0.0,20100406,byrne mark james,114036110015575,Chairman,male,
,,1347815,flagstone reinsurance holdings ltd,1,0,0,0.0,20100430,black gary,134781510000006,,male,
,,1347815,flagstone reinsurance holdings ltd,1,0,0,0.0,20100430,coley stephen c,134781510000007,,male,
,,1347815,flagstone reinsurance holdings ltd,1,0,0,0.0,20100430,dickson thomas,134781510000008,,male,
,,1347815,flagstone reinsurance holdings ltd,1,0,0,0.0,20100430,knap tony,134781510000009,,male,
,,1347815,flagstone reinsurance holdings ltd,1,0,0,0.0,20100430,spiering jan,134781510000010,,male,
,,1347815,flagstone reinsurance holdings ltd,1,0,0,0.0,20100430,watson peter f,134781510000011,,male,
,,1347815,flagstone reinsurance holdings ltd,1,0,0,0.0,20100430,latham anthony piers,134781510000012,,male,
,,1347815,flagstone reinsurance holdings ltd,1,0,0,0.0,20100430,thorn wray t,134781510000013,,male,
,,1347815,flagstone reinsurance holdings ltd,1,1,0,0.0,20100511,brown david a,134781510000021,Chief Executive Officer,male,
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20100525,dickson thomas,134781510000023,,male,
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,1,0.0,20100527,byrne mark james,134781510000024,,male,
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20100611,fawcett william f,134781510000025,General Counsel,male,
,,1347815,"flagstone reinsurance holdings, s.a.",0,0,1,0.0,20100630,haverford (bermuda) ltd.,134781510000026,,male,
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20100811,fawcett william f,134781510000031,General Counsel,male,
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20100813,fawcett william f,134781510000032,General Counsel,male,
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20100816,fawcett william f,134781510000033,General Counsel,male,
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,1,0.0,20100922,byrne mark james,114036110038236,,male,
,,1347815,"flagstone reinsurance holdings, s.a.",0,0,0,1.0,20101210,byrne mark james,114036110049105,,male,
,,1347815,"flagstone reinsurance holdings, s.a.",0,0,0,1.0,20101210,haverford (bermuda) ltd.,114036110049107,,male,
,,1347815,"flagstone reinsurance holdings, s.a.",0,0,0,1.0,20110124,byrne mark james,114036111003897,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,1,0,0.0,20110311,brown david a,134781511000011,Chief Executive Officer,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20110311,boisvert patrick,134781511000015,Chief Financial Officer,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20110311,fawcett william f,134781511000014,General Counsel,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20110311,swayne guy,134781511000012,CUO - International,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20110311,prestia gary,134781511000013,CUO - North America,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20110315,mandava venkateswara rao,134781511000019,Chief Information Officer,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20110315,flitman david michael,134781511000018,Chief Actuary,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20110315,slade brenton,134781511000017,Director of Marketing,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20110315,traimond frederic,134781511000016,Chief Operating Officer,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20110513,knap tony,134781511000034,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20110513,spiering jan,134781511000032,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20110513,black gary,134781511000036,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20110513,coley stephen c,134781511000037,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20110513,watson peter f,134781511000038,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20110513,latham anthony piers,134781511000033,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20110513,dickson thomas,134781511000035,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20110516,thorn wray t,120919111028794,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20110518,dickson thomas,134781511000041,,male,68585588.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20111215,prestia gary,134781511000073,CEO - New York,male,70058168.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20111227,spiering jan,134781511000075,,male,70058168.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20120229,spiering jan,114036112012019,,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20120229,dickson thomas,114036112012018,,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20120301,knap tony,114036112012036,,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20120301,thorn wray t,114036112012033,,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20120301,black gary,114036112012028,,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20120301,watson peter f,114036112012023,,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20120301,latham anthony piers,114036112012021,,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20120301,coley stephen c,114036112012393,,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20120319,fawcett william f,114036112016631,General Counsel,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20120319,boisvert patrick,114036112016632,Chief Financial Officer,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20120319,prestia gary,114036112016630,CEO - Flagstone Reps (US) Inc.,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20120319,flitman david michael,114036112016629,Ex. Dir. of Glob. Prop. Under.,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,1,0,0.0,20120319,brown david a,114036112016628,Chief Executive Officer,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20120319,swayne guy,114036112016627,Exec. VP -- Flagstone Bermuda,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20120319,traimond frederic,114036112016626,Chief Operating Officer,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20120319,slade brenton,114036112016633,Chief Marketing Officer,male,70167142.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20121130,prestia gary,93041312006421,CEO - Flagstone Reps (US) Inc.,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20121130,swayne guy,93041312006422,Exec. VP - Flagstone Burmuda,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20121130,dickson thomas,93041312006433,,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20121130,coley stephen c,93041312006434,,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20121130,black gary,93041312006435,,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20121130,latham anthony piers,93041312006437,,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20121130,knap tony,93041312006438,,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20121130,traimond frederic,93041312006445,Chief Operating Officer,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20121130,spiering jan,93041312006440,,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20121130,thorn wray t,93041312006441,,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20121130,slade brenton,93041312006446,Chief Marketing Officer,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20121130,flitman david michael,93041312006447,Ex. Dir. of Glob. Prop. Under.,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,1,0,0.0,20121130,brown david a,93041312006448,Chief Executive Officer,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20121130,james e daniel,93041312006449,,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20121130,boisvert patrick,93041312006450,Chief Financial Officer,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",1,0,0,0.0,20121130,watson peter f,93041312006439,,male,71058922.0
,,1347815,"flagstone reinsurance holdings, s.a.",0,1,0,0.0,20121130,fawcett william f,93041312006420,General Counsel,male,71058922.0
