direct,indirect,issuer_cik,issuer_name,isDirector,isOfficer,isTenPercentOwner,isOther,date,name,accession,officerTitle,predicted_gender,total_stock
,,1490349,medley capital corp,1,0,0,0.0,20110128,hirtler-garvey karin,120919111005584,,female,
,,1490349,medley capital corp,0,0,1,0.0,20110630,medley opportunity fund ltd.,114420411038496,,male,
,,1490349,medley capital corp,1,1,0,0.0,20110811,taube brook,114420411045684,Chief Executive Officer,female,
,,1490349,medley capital corp,1,0,0,0.0,20110811,fentress andrew,114420411045687,,male,
,,1490349,medley capital corp,1,0,0,0.0,20110811,taube seth,114420411045746,,male,
,,1490349,medley capital corp,0,1,0,0.0,20111222,allorto richard t jr,114420411071268,Chief Financial Officer,male,
,,1490349,medley capital corp,1,0,0,0.0,20111222,fentress andrew,114420411071269,,male,
,,1490349,medley capital corp,1,1,0,0.0,20111222,taube brook,114420411071270,Chief Executive Officer,female,
,,1490349,medley capital corp,0,0,1,0.0,20120223,medley opportunity fund ltd.,114420412010594,,male,
,,1490349,medley capital corp,1,0,0,0.0,20120424,taube seth,114420412023585,,male,
,,1490349,medley capital corp,1,0,0,0.0,20120424,fentress andrew,114420412023587,,male,
,,1490349,medley capital corp,1,1,0,0.0,20120424,taube brook,114420412023589,Chief Executive Officer,female,
,,1490349,medley capital corp,1,1,0,0.0,20120511,taube brook,114420412027953,Chief Executive Officer,female,
,,1490349,medley capital corp,1,0,0,0.0,20120522,mack john edward,114420412031168,,male,
,,1490349,medley capital corp,1,1,0,0.0,20120524,taube brook,114420412031771,Chief Executive Officer,female,
,,1490349,medley capital corp,1,0,0,0.0,20121214,ainsberg arthur s,114420412067907,,male,
,,1490349,medley capital corp,1,1,0,0.0,20130613,taube brook,114420413034674,President and CEO,female,
,,1490349,medley capital corp,1,1,0,0.0,20140523,taube brook,114420414033451,President and CEO,female,
,,1490349,medley capital corp,0,1,0,0.0,20141215,fredericks john d.,114420414073839,Chief Compliance Officer,male,
,,1490349,medley capital corp,1,0,0,0.0,20141215,tonkel jeffrey b.,114420414073840,,male,
,,1490349,medley capital corp,0,1,0,0.0,20141215,allorto richard t jr,114420414073841,Chief Financial Officer,male,
,,1490349,medley capital corp,1,1,0,0.0,20141215,taube brook,114420414073842,Chief Executive Officer,female,
,,1490349,medley capital corp,1,0,0,0.0,20141215,taube seth,114420414073843,,male,
,,1490349,medley capital corp,0,1,0,0.0,20150601,fredericks john d.,114420415034944,Chief Compliance Officer,male,
,,1490349,medley capital corp,0,1,0,0.0,20150601,allorto richard t jr,114420415034945,Chief Financial Officer,male,
,,1490349,medley capital corp,1,0,0,0.0,20150601,tonkel jeffrey b.,114420415034946,,male,
,,1490349,medley capital corp,1,0,0,0.0,20150601,taube seth,114420415034947,,male,
,,1490349,medley capital corp,1,1,0,0.0,20150601,taube brook,114420415034948,Chief Executive Officer,female,
,,1490349,medley capital corp,1,0,0,0.0,20151215,lyons robert k,114420415071098,,male,
,,1490349,medley capital corp,1,1,0,0.0,20160816,taube brook,114420416119864,Chief Executive Officer,female,
,,1490349,medley capital corp,1,0,0,0.0,20160816,taube seth,114420416119863,,male,
,,1490349,medley capital corp,1,1,0,0.0,20160819,taube brook,114420416120413,Chief Executive Officer,female,
