direct,indirect,issuer_cik,issuer_name,isDirector,isOfficer,isTenPercentOwner,isOther,date,name,accession,officerTitle,predicted_gender,total_stock
20028583.0,,1845257,"lifestance health group, inc.",1,0,0,0,20210616,crisan jeffrey,89924321024158,,male,0.0
46875407.0,,1845257,"lifestance health group, inc.",1,0,1,0,20210616,black darren m.,117911021006792,,male,0.0
19541192.0,,1845257,"lifestance health group, inc.",1,0,0,1,20210629,crisan jeffrey,89924321026588,,male,0.0
45734703.0,,1845257,"lifestance health group, inc.",1,0,1,0,20210629,black darren m.,117911021007116,,male,0.0
79543.0,,1845257,"lifestance health group, inc.",1,0,0,0,20210824,verma seema,89924321034072,,female,374148648.0
1835191.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220104,bruff jesse michael,89924322000561,Chief Financial Officer,male,374255000.0
1816704.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220316,bruff jesse michael,89924322011252,Chief Financial Officer,male,374270967.0
5669472.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220422,mullins kevin michael,89924322015505,Chief Development Officer,male,374323000.0
1928369.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220426,bruff jesse michael,89924322015677,Chief Financial Officer,male,374323000.0
935260.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220426,pantaleoni pablo,89924322015676,Chief Digital Officer,male,374323000.0
23477546.0,,1845257,"lifestance health group, inc.",1,1,0,0,20220426,lester michael k.,89924322015672,President and CEO,male,374323000.0
4429944.0,5890020.0,1845257,"lifestance health group, inc.",0,1,0,0,20220426,qureshi danish j.,89924322015670,Chief Growth Officer,male,374323000.0
5745918.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220426,mullins kevin michael,89924322015669,Chief Development Officer,male,374323000.0
6342809.0,882280.0,1845257,"lifestance health group, inc.",0,1,0,0,20220426,gouk warren,89924322015667,Chief Administrative Officer,male,374323000.0
557058.0,2551520.0,1845257,"lifestance health group, inc.",0,1,0,0,20220426,pardo ryan,89924322015666,See Remarks,male,374323000.0
98132.0,2313740.0,1845257,"lifestance health group, inc.",0,1,0,0,20220426,patel-dunn anisha,89924322015680,Chief Medical Officer,male,374323000.0
912220.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220426,gorcyca felicia,89924322015679,Chief People Officer,female,374323000.0
7172435.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220426,booth gwen h.,89924322015681,Chief Operating Officer,female,374323000.0
909582.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220614,gorcyca felicia,89924322022394,Chief People Officer,female,374323000.0
7083637.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220614,booth gwen h.,89924322022395,Chief Operating Officer,female,374323000.0
5667060.0,,1845257,"lifestance health group, inc.",0,1,0,0,20220614,mullins kevin michael,89924322022399,Chief Development Officer,male,374323000.0
4344065.0,5890020.0,1845257,"lifestance health group, inc.",0,1,0,0,20220614,qureshi danish j.,89924322022401,Chief Growth Officer,male,374323000.0
500688.0,2551520.0,1845257,"lifestance health group, inc.",0,1,0,0,20220614,pardo ryan,89924322022402,See Remarks,male,374323000.0
94669.0,2313740.0,1845257,"lifestance health group, inc.",0,1,0,0,20220614,patel-dunn anisha,89924322022403,Chief Medical Officer,male,374323000.0
23148931.0,,1845257,"lifestance health group, inc.",1,1,0,0,20220614,lester michael k.,89924322022393,President and CEO,male,374323000.0
6265330.0,882280.0,1845257,"lifestance health group, inc.",0,1,0,0,20220614,gouk warren,89924322022392,Chief Administrative Officer,male,374323000.0
6196426.0,882280.0,1845257,"lifestance health group, inc.",0,1,0,0,20220805,gouk warren,89924322027829,Chief Administrative Officer,male,376181577.0
6179200.0,882280.0,1845257,"lifestance health group, inc.",0,1,0,0,20220810,gouk warren,89924322028262,Chief Administrative Officer,male,376181577.0
6161974.0,882280.0,1845257,"lifestance health group, inc.",0,1,0,0,20220816,gouk warren,89924322028779,Chief Administrative Officer,male,376181577.0
6144748.0,882280.0,1845257,"lifestance health group, inc.",0,1,0,0,20220824,gouk warren,89924322029613,Chief Administrative Officer,male,376181577.0
6110299.0,882280.0,1845257,"lifestance health group, inc.",0,1,0,0,20220908,gouk warren,89924322030682,Chief Administrative Officer,male,376181577.0
,,1845257,"lifestance health group, inc.",1,1,0,0,20220909,burdick kenneth a,89924322030756,Chief Executive Officer,male,376181577.0
