filing_date,component,url,ownerOrg,name,cik
2025-03-26,graphite_domestic,https://www.sec.gov/Archives/edgar/data/2019804/000101376225002481/ea023535501ex99-2_hcm2.htm#:~:text=Graphite,Real Estate & Construction,HCM II Acquisition Corp.,2019804
2025-03-27,graphite_intl,https://www.sec.gov/Archives/edgar/data/1649752/000110465925028302/tm2510463d1_ex99-1.htm#:~:text=Graphite,Energy & Transportation,Nouveau Monde Graphite Inc.,1649752
2025-03-27,graphite_intl,https://www.sec.gov/Archives/edgar/data/1816723/000164117225000935/ex99-1.htm#:~:text=Graphite,Manufacturing,Graphex Group Ltd,1816723
2025-03-28,graphite_intl,https://www.sec.gov/Archives/edgar/data/1429937/000106299325006445/exhibit99-1.htm#:~:text=Graphite,Energy & Transportation,B2GOLD CORP,1429937
2025-03-24,graphite_intl,https://www.sec.gov/Archives/edgar/data/1001085/000100108525000009/a2024-q4annualreportbn.htm#:~:text=Graphite,Real Estate & Construction,BROOKFIELD Corp /ON/,1001085
2025-03-27,carbon-fiber_domestic,https://www.sec.gov/Archives/edgar/data/1662684/000110465925028782/tm2510673d1_ex99-1.htm#:~:text=Carbon%20fiber,Manufacturing,"KULR Technology Group, Inc.",1662684
2025-03-21,carbon-fiber_intl,https://www.sec.gov/Archives/edgar/data/1342874/000134287425000014/a2024terniumannualreport.htm#:~:text=Carbon%20fiber,Manufacturing,Ternium S.A.,1342874
2025-03-26,tungsten_intl,https://www.sec.gov/Archives/edgar/data/1953575/000127956925000308/ex991.htm#:~:text=Tungsten,Energy & Transportation,Collective Mining Ltd.,1953575
2025-03-20,tungsten_intl,https://www.sec.gov/Archives/edgar/data/1953575/000127956925000283/ex991.htm#:~:text=Tungsten,Energy & Transportation,Collective Mining Ltd.,1953575
2025-03-27,magnesium_domestic,https://www.sec.gov/Archives/edgar/data/1720893/000110465925028776/tm2510663d1_ex99-1.htm#:~:text=Magnesium,Life Sciences,"BioXcel Therapeutics, Inc.",1720893
2025-03-20,magnesium_domestic,https://www.sec.gov/Archives/edgar/data/1494650/000149465025000047/ex-991pressrelease.htm#:~:text=Magnesium,Life Sciences,"OptiNose, Inc.",1494650
2025-03-28,magnesium_intl,https://www.sec.gov/Archives/edgar/data/1429937/000106299325006445/exhibit99-1.htm#:~:text=Magnesium,Energy & Transportation,B2GOLD CORP,1429937
2025-03-28,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1966983/000095017025046410/lac-ex99_1.htm#:~:text=Lithium,Energy & Transportation,LITHIUM AMERICAS CORP.,1966983
2025-03-28,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1966983/000095017025046391/lac-ex99_2.htm#:~:text=Lithium,Energy & Transportation,LITHIUM AMERICAS CORP.,1966983
2025-03-20,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1083743/000149315225011029/ex99-1.htm#:~:text=Lithium,Manufacturing,"Flux Power Holdings, Inc.",1083743
2025-03-21,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1540684/000149315225011161/form8-k.htm#:~:text=Lithium,Energy & Transportation,Atlas Lithium Corp,1540684
2025-03-24,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1847986/000164117225000298/ex99-1.htm#:~:text=Lithium,Manufacturing,Dragonfly Energy Holdings Corp.,1847986
2025-03-25,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1120970/000143774925009023/ex_793555.htm#:~:text=Lithium,Industrial Applications and Services,Comstock Inc.,1120970
2025-03-19,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1844862/000110465925025616/tm259801d1_ex99-1.htm#:~:text=Lithium,Manufacturing,"Solid Power, Inc.",1844862
2025-03-27,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1921865/000147793225002075/aspi_ex991.htm#:~:text=Lithium,Industrial Applications and Services,ASP Isotopes Inc.,1921865
2025-03-21,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1828536/000182853625000019/nrgv-20250320.htm#:~:text=Lithium,Manufacturing,"Energy Vault Holdings, Inc.",1828536
2025-03-27,lithium_domestic,https://www.sec.gov/Archives/edgar/data/1805077/000180507725000027/joenigroappointedtoeosen.htm#:~:text=Lithium,Manufacturing,"Eos Energy Enterprises, Inc.",1805077
