filing_date,component,url,ownerOrg,name
2025-02-28,canada-international,https://www.sec.gov/Archives/edgar/data/891478/000089147825000051/annualreport2024.pdf#:~:text=tariff%20canada,Finance,"Banco Santander, S.A."
2025-03-13,china-international,https://www.sec.gov/Archives/edgar/data/1860805/000119312525053141/d946766dex991.htm#:~:text=tariff%20china,Manufacturing,Algoma Steel Group Inc.
2025-03-10,china-international,https://www.sec.gov/Archives/edgar/data/1469395/000129281425000783/ex99-1.htm#:~:text=tariff%20china,Energy & Transportation,Pampa Energy Inc.
2025-03-21,china-international,https://www.sec.gov/Archives/edgar/data/931427/000093142725000006/tgs.htm#:~:text=tariff%20china,Energy & Transportation,GAS TRANSPORTER OF THE SOUTH INC
2025-02-27,china-international,https://www.sec.gov/Archives/edgar/data/1207179/000117184325001104/exh_991.htm#:~:text=tariff%20china,Energy & Transportation,GOLAR LNG LTD
2025-03-18,china-international,https://www.sec.gov/Archives/edgar/data/1440972/000095017025040632/lar-ex99_3.htm#:~:text=tariff%20china,Energy & Transportation,Lithium Argentina AG
2025-03-25,china-international,https://www.sec.gov/Archives/edgar/data/1375877/000110465925027542/tm2510215d1_ex99-1.htm#:~:text=tariff%20china,Manufacturing,Canadian Solar Inc.
2025-03-10,china-international,https://www.sec.gov/Archives/edgar/data/1469395/000129281425000785/ex99-1.htm#:~:text=tariff%20china,Energy & Transportation,Pampa Energy Inc.
2025-03-21,china-international,https://www.sec.gov/Archives/edgar/data/1342874/000134287425000014/a2024terniumannualreport.htm#:~:text=tariff%20china,Manufacturing,Ternium S.A.
2025-03-10,china-international,https://www.sec.gov/Archives/edgar/data/1456346/000155837025002531/fnv-20241231xex99d1.htm#:~:text=tariff%20china,Energy & Transportation,FRANCO NEVADA Corp
2025-02-27,china-international,https://www.sec.gov/Archives/edgar/data/1071438/000129281425000648/bak20250227_6k.htm#:~:text=tariff%20china,Industrial Applications and Services,BRASKEM SA
2025-03-11,china-international,https://www.sec.gov/Archives/edgar/data/1717393/000110465925022608/tm258865d1_ex99-1.htm#:~:text=tariff%20china,Energy & Transportation,CORPORACION AMERICA AIRPORTS S.A.
2025-03-19,china-international,https://www.sec.gov/Archives/edgar/data/1717393/000110465925025255/tm259730d1_ex99-1.htm#:~:text=tariff%20china,Energy & Transportation,CORPORACION AMERICA AIRPORTS S.A.
2025-03-17,china-international,https://www.sec.gov/Archives/edgar/data/889132/000119312525055511/d938857dex991.htm#:~:text=tariff%20china,Manufacturing,POSCO HOLDINGS INC.
2025-03-06,china-international,https://www.sec.gov/Archives/edgar/data/1050140/000141057825000279/dsgx-20250131xex99d1.htm#:~:text=tariff%20china,Technology,DESCARTES SYSTEMS GROUP INC
2025-03-14,china-international,https://www.sec.gov/Archives/edgar/data/1402388/000162828025012806/exhibit995-2024westfrase.htm#:~:text=tariff%20china,Manufacturing,"WEST FRASER TIMBER CO., LTD"
2025-02-27,china-international,https://www.sec.gov/Archives/edgar/data/1132924/000119312525037355/d866324dex991.htm#:~:text=tariff%20china,Technology,CHUNGHWA TELECOM CO LTD
2025-03-11,china-international,https://www.sec.gov/Archives/edgar/data/933267/000165495425002558/a6kirsa2025.htm#:~:text=tariff%20china,Real Estate & Construction,IRSA INVESTMENTS & REPRESENTATIONS INC
2025-03-20,china-international,https://www.sec.gov/Archives/edgar/data/1116578/000110465925025883/tm2429688d4_6k.htm#:~:text=tariff%20china,Finance,PRUDENTIAL PLC
2025-03-10,china-international,https://www.sec.gov/Archives/edgar/data/845982/000155837025002553/tmb-20250310xex99d1.htm#:~:text=tariff%20china,Industrial Applications and Services,SMITH & NEPHEW PLC
2025-03-26,china-international,https://www.sec.gov/Archives/edgar/data/1116578/000110465925028061/tm2429688d5_ex99-1.pdf#:~:text=tariff%20china,Finance,PRUDENTIAL PLC
2025-03-25,china-international,https://www.sec.gov/Archives/edgar/data/1988894/000162828025014761/amer_sportsxannualxreportx.pdf#:~:text=tariff%20china,Manufacturing,"Amer Sports, Inc."
2025-02-27,china-international,https://www.sec.gov/Archives/edgar/data/1000275/000119312525037542/d891046dex992.htm#:~:text=tariff%20china,Finance,ROYAL BANK OF CANADA
2025-03-04,china-international,https://www.sec.gov/Archives/edgar/data/1858985/000185898525000005/ex993_annualreportxfy202.htm#:~:text=tariff%20china,Manufacturing,On Holding AG
2025-03-21,china-international,https://www.sec.gov/Archives/edgar/data/1900304/000165495425003109/haleonplcannualreportand2.pdf#:~:text=tariff%20china,Industrial Applications and Services,Haleon plc
2025-02-27,china-international,https://www.sec.gov/Archives/edgar/data/858446/000119312525037553/d867429dex991.pdf#:~:text=tariff%20china,Real Estate & Construction,INTERCONTINENTAL HOTELS GROUP PLC /NEW/
2025-03-11,china-international,https://www.sec.gov/Archives/edgar/data/887225/000119312525052068/d925100d6k.htm#:~:text=tariff%20china,Energy & Transportation,KOREA ELECTRIC POWER CORP
2025-02-27,china-international,https://www.sec.gov/Archives/edgar/data/1045520/000119312525037552/d782903dex991.htm#:~:text=tariff%20china,Finance,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/
2025-03-26,china-international,https://www.sec.gov/Archives/edgar/data/1061894/000110465925027851/tm255804d7_ex99-4.pdf#:~:text=tariff%20china,Manufacturing,Gildan Activewear Inc.
2025-03-14,china-international,https://www.sec.gov/Archives/edgar/data/1159508/000115950825000023/db20250314991.htm#:~:text=tariff%20china,Finance,DEUTSCHE BANK AKTIENGESELLSCHAFT
2025-02-27,china-international,https://www.sec.gov/Archives/edgar/data/1345099/000134509925000013/meso-20241231.htm#:~:text=tariff%20china,Life Sciences,MESOBLAST LTD
2025-02-27,china-international,https://www.sec.gov/Archives/edgar/data/2012096/000121390025017974/ea023238501ex10-1_powell.htm#:~:text=tariff%20china,Trade & Services,Powell Max Ltd
2025-03-07,china-international,https://www.sec.gov/Archives/edgar/data/1000184/000110465925021471/tm251055d2_ex99-1.htm#:~:text=tariff%20china,Technology,SAP SE
2025-03-20,china-international,https://www.sec.gov/Archives/edgar/data/1071321/000110465925025897/tm251268d2_ex99-1.pdf#:~:text=tariff%20china,Technology,TURKCELL ILETISIM HIZMETLERI A S
2025-03-21,china-international,https://www.sec.gov/Archives/edgar/data/1456346/000155837025003390/fnv-20241231xex99d1.pdf#:~:text=tariff%20china,Energy & Transportation,FRANCO NEVADA Corp
2025-03-25,china-international,https://www.sec.gov/Archives/edgar/data/1306965/000130696525000011/a6-kannualreportandaccounts.htm#:~:text=tariff%20china,Energy & Transportation,Shell plc
2025-03-03,china-international,https://www.sec.gov/Archives/edgar/data/1859795/000095017025030424/nvx-ex99_1.htm#:~:text=tariff%20china,Manufacturing,NOVONIX Ltd
2025-02-26,china-international,https://www.sec.gov/Archives/edgar/data/1649009/000121390025017273/ea023219101ex99-1_siyata.htm#:~:text=tariff%20china,Technology,Siyata Mobile Inc.
2025-03-17,china-international,https://www.sec.gov/Archives/edgar/data/1610520/000161052025000045/ubsgroupsustainabilit.htm#:~:text=tariff%20china,Finance,UBS Group AG
2025-03-17,china-international,https://www.sec.gov/Archives/edgar/data/1114446/000161052025000045/ubsgroupsustainabilit.htm#:~:text=tariff%20china,Finance,UBS AG
2025-03-07,china-international,https://www.sec.gov/Archives/edgar/data/915191/000110465925021766/tm251172d1_ex99-1.htm#:~:text=tariff%20china,Finance,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2025-02-28,china-international,https://www.sec.gov/Archives/edgar/data/891478/000089147825000051/annualreport2024.pdf#:~:text=tariff%20china,Finance,"Banco Santander, S.A."
2025-03-04,china-international,https://www.sec.gov/Archives/edgar/data/1045520/000119312525045119/d942797dex992.pdf#:~:text=tariff%20china,Finance,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/
2025-03-26,china-international,https://www.sec.gov/Archives/edgar/data/1973832/000162828025014876/a2024agaukannualreport26ma.pdf#:~:text=tariff%20china,Energy & Transportation,AngloGold Ashanti PLC
2025-03-14,china-international,https://www.sec.gov/Archives/edgar/data/1439124/000129281425000916/ebr20250313_6k1.htm#:~:text=tariff%20china,Energy & Transportation,BRAZILIAN ELECTRIC POWER CO
2025-03-13,mexico-international,https://www.sec.gov/Archives/edgar/data/1860805/000119312525053141/d946766dex991.htm#:~:text=tariff%20mexico,Manufacturing,Algoma Steel Group Inc.
2025-03-24,mexico-international,https://www.sec.gov/Archives/edgar/data/1230992/000117184325001636/exh_991.htm#:~:text=tariff%20mexico,Energy & Transportation,MAG SILVER CORP
2025-03-21,mexico-international,https://www.sec.gov/Archives/edgar/data/1342874/000134287425000014/a2024terniumannualreport.htm#:~:text=tariff%20mexico,Manufacturing,Ternium S.A.
2025-03-26,mexico-international,https://www.sec.gov/Archives/edgar/data/1748797/000119312525063127/d877151dex991.htm#:~:text=tariff%20mexico,Manufacturing,BRP Inc.
2025-02-27,mexico-international,https://www.sec.gov/Archives/edgar/data/1071438/000129281425000648/bak20250227_6k.htm#:~:text=tariff%20mexico,Industrial Applications and Services,BRASKEM SA
2025-03-14,mexico-international,https://www.sec.gov/Archives/edgar/data/1849853/000119312525054903/d936175dex991.htm#:~:text=tariff%20mexico,Industrial Applications and Services,Stevanato Group S.p.A.
2025-03-10,mexico-international,https://www.sec.gov/Archives/edgar/data/1456346/000155837025002531/fnv-20241231xex99d1.htm#:~:text=tariff%20mexico,Energy & Transportation,FRANCO NEVADA Corp
2025-03-06,mexico-international,https://www.sec.gov/Archives/edgar/data/1533232/000119312525048488/d913185dex992.htm#:~:text=tariff%20mexico,Energy & Transportation,Brookfield Renewable Partners L.P.
2025-03-06,mexico-international,https://www.sec.gov/Archives/edgar/data/1791863/000119312525048488/d913185dex992.htm#:~:text=tariff%20mexico,Energy & Transportation,Brookfield Renewable Corp
2025-03-26,mexico-international,https://www.sec.gov/Archives/edgar/data/932782/000093278225000003/pemexform6-k4qp2024trans.htm#:~:text=tariff%20mexico,,
2025-03-11,mexico-international,https://www.sec.gov/Archives/edgar/data/887225/000119312525052068/d925100d6k.htm#:~:text=tariff%20mexico,Energy & Transportation,KOREA ELECTRIC POWER CORP
2025-03-06,mexico-international,https://www.sec.gov/Archives/edgar/data/1050140/000141057825000279/dsgx-20250131xex99d1.htm#:~:text=tariff%20mexico,Technology,DESCARTES SYSTEMS GROUP INC
2025-03-17,mexico-international,https://www.sec.gov/Archives/edgar/data/889132/000119312525055511/d938857dex991.htm#:~:text=tariff%20mexico,Manufacturing,POSCO HOLDINGS INC.
2025-03-14,mexico-international,https://www.sec.gov/Archives/edgar/data/1402388/000162828025012806/exhibit995-2024westfrase.htm#:~:text=tariff%20mexico,Manufacturing,"WEST FRASER TIMBER CO., LTD"
2025-03-21,mexico-international,https://www.sec.gov/Archives/edgar/data/1456346/000155837025003390/fnv-20241231xex99d1.pdf#:~:text=tariff%20mexico,Energy & Transportation,FRANCO NEVADA Corp
2025-03-11,mexico-international,https://www.sec.gov/Archives/edgar/data/933267/000165495425002558/a6kirsa2025.htm#:~:text=tariff%20mexico,Real Estate & Construction,IRSA INVESTMENTS & REPRESENTATIONS INC
2025-02-28,mexico-international,https://www.sec.gov/Archives/edgar/data/891478/000089147825000051/annualreport2024.pdf#:~:text=tariff%20mexico,Finance,"Banco Santander, S.A."
2025-03-26,mexico-international,https://www.sec.gov/Archives/edgar/data/1061894/000110465925027851/tm255804d7_ex99-4.pdf#:~:text=tariff%20mexico,Manufacturing,Gildan Activewear Inc.
2025-02-27,mexico-international,https://www.sec.gov/Archives/edgar/data/1045520/000119312525037552/d782903dex991.htm#:~:text=tariff%20mexico,Finance,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/
2025-02-27,mexico-international,https://www.sec.gov/Archives/edgar/data/1000275/000119312525037542/d891046dex992.htm#:~:text=tariff%20mexico,Finance,ROYAL BANK OF CANADA
2025-03-10,mexico-international,https://www.sec.gov/Archives/edgar/data/718940/000119312525050011/d911184dex992.pdf#:~:text=tariff%20mexico,Technology,BCE INC
2025-03-04,mexico-international,https://www.sec.gov/Archives/edgar/data/1002242/000117494725000264/form6k-33689_eni.htm#:~:text=tariff%20mexico,Energy & Transportation,ENI SPA
2025-03-26,mexico-international,https://www.sec.gov/Archives/edgar/data/16868/000110465925028255/tm254878d5_ex99-5.pdf#:~:text=tariff%20mexico,Energy & Transportation,CANADIAN NATIONAL RAILWAY CO
2025-02-27,mexico-international,https://www.sec.gov/Archives/edgar/data/858446/000119312525037553/d867429dex991.pdf#:~:text=tariff%20mexico,Real Estate & Construction,INTERCONTINENTAL HOTELS GROUP PLC /NEW/
2025-03-14,mexico-international,https://www.sec.gov/Archives/edgar/data/1159508/000115950825000023/db20250314991.htm#:~:text=tariff%20mexico,Finance,DEUTSCHE BANK AKTIENGESELLSCHAFT
2025-03-10,mexico-international,https://www.sec.gov/Archives/edgar/data/845982/000155837025002553/tmb-20250310xex99d1.htm#:~:text=tariff%20mexico,Industrial Applications and Services,SMITH & NEPHEW PLC
2025-03-25,mexico-international,https://www.sec.gov/Archives/edgar/data/1988894/000162828025014761/amer_sportsxannualxreportx.pdf#:~:text=tariff%20mexico,Manufacturing,"Amer Sports, Inc."
2025-03-25,mexico-international,https://www.sec.gov/Archives/edgar/data/1306965/000130696525000011/a6-kannualreportandaccounts.htm#:~:text=tariff%20mexico,Energy & Transportation,Shell plc
2025-03-07,mexico-international,https://www.sec.gov/Archives/edgar/data/1000184/000110465925021471/tm251055d2_ex99-1.htm#:~:text=tariff%20mexico,Technology,SAP SE
2025-03-04,mexico-international,https://www.sec.gov/Archives/edgar/data/1858985/000185898525000005/ex993_annualreportxfy202.htm#:~:text=tariff%20mexico,Manufacturing,On Holding AG
2025-03-17,mexico-international,https://www.sec.gov/Archives/edgar/data/1094972/000155485525000180/MainDocument.htm#:~:text=tariff%20mexico,Energy & Transportation,ULTRAPAR HOLDINGS INC
2025-02-28,mexico-international,https://www.sec.gov/Archives/edgar/data/1471055/000129281425000706/bsbrfs4q24_6k.htm#:~:text=tariff%20mexico,Finance,Banco Santander (Brasil) S.A.
2025-03-07,mexico-international,https://www.sec.gov/Archives/edgar/data/915191/000110465925021766/tm251172d1_ex99-1.htm#:~:text=tariff%20mexico,Finance,FAIRFAX FINANCIAL HOLDINGS LTD/ CAN
2025-03-21,mexico-international,https://www.sec.gov/Archives/edgar/data/1900304/000165495425003109/haleonplcannualreportand2.pdf#:~:text=tariff%20mexico,Industrial Applications and Services,Haleon plc
2025-03-26,mexico-international,https://www.sec.gov/Archives/edgar/data/1973832/000162828025014876/a2024agaukannualreport26ma.pdf#:~:text=tariff%20mexico,Energy & Transportation,AngloGold Ashanti PLC
2025-03-04,mexico-international,https://www.sec.gov/Archives/edgar/data/1045520/000119312525045119/d942797dex992.pdf#:~:text=tariff%20mexico,Finance,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/
2025-03-10,venezuela-international,https://www.sec.gov/Archives/edgar/data/1469395/000129281425000783/ex99-1.htm#:~:text=tariff%20venezuela,Energy & Transportation,Pampa Energy Inc.
2025-03-10,venezuela-international,https://www.sec.gov/Archives/edgar/data/1469395/000129281425000785/ex99-1.htm#:~:text=tariff%20venezuela,Energy & Transportation,Pampa Energy Inc.
2025-02-27,venezuela-international,https://www.sec.gov/Archives/edgar/data/814052/000081405225000021/tefres4q24.htm#:~:text=tariff%20venezuela,Technology,TELEFONICA S A
2025-03-21,venezuela-international,https://www.sec.gov/Archives/edgar/data/1342874/000134287425000014/a2024terniumannualreport.htm#:~:text=tariff%20venezuela,Manufacturing,Ternium S.A.
2025-03-25,venezuela-international,https://www.sec.gov/Archives/edgar/data/1306965/000130696525000011/a6-kannualreportandaccounts.htm#:~:text=tariff%20venezuela,Energy & Transportation,Shell plc
2025-03-07,venezuela-international,https://www.sec.gov/Archives/edgar/data/1000184/000110465925021471/tm251055d2_ex99-1.htm#:~:text=tariff%20venezuela,Technology,SAP SE
2025-02-27,venezuela-international,https://www.sec.gov/Archives/edgar/data/858446/000119312525037553/d867429dex991.pdf#:~:text=tariff%20venezuela,Real Estate & Construction,INTERCONTINENTAL HOTELS GROUP PLC /NEW/
