accession_number,filename,file_date,file_type,cik,display_name
000095017024003320,neog-20231130.htm,2024-01-09,10-Q,0000711377,NEOGEN CORP  (NEOG)  (CIK 0000711377)
000121390024007413,f20f2023_clearmind.htm,2024-01-29,20-F,0001892500,Clearmind Medicine Inc.  (CMND)  (CIK 0001892500)
000155837024000671,cvgw-20231031x10k.htm,2024-01-31,10-K,0001133470,CALAVO GROWERS INC  (CVGW)  (CIK 0001133470)
000109690624000019,bkhu-20230731.htm,2024-01-05,10-K,0001440153,"Bakhu Holdings, Corp.  (BKUH)  (CIK 0001440153)"
000114036124004015,filename1.htm,2024-01-26,DRS/A,0001995574,Icon Energy Corp  (ICON)  (CIK 0001995574)
000144554623008761,etf8_gjul497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008771,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554624000603,etf8_497k.htm,2024-01-22,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000110465924003656,a24-2488_1s6.htm,2024-01-12,S-6,0001998902,"Morgan Stanley Portfolios, Series 71  (CIK 0001998902)"
000119312524013592,d736506dex991.htm,2024-01-24,EX-99.1,0000090498,SIMMONS FIRST NATIONAL CORP  (SFNC)  (CIK 0000090498)
000199937124000214,zhdg-ncsrs_103123.htm,2024-01-08,N-CSRS,0001742912,Tidal ETF Trust  (CIK 0001742912)
000144554623008711,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008759,etf8_gfeb497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000199937124000227,spax-ncsrs_103123.htm,2024-01-08,N-CSRS,0001742912,Tidal ETF Trust  (CIK 0001742912)
000144554623008774,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008775,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008763,etf8_gmar497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008772,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008773,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000121465924000719,pcmc122023110k.htm,2024-01-12,10-K,0001141964,PUBLIC CO MANAGEMENT CORP  (PCMC)  (CIK 0001141964)
000144554623008762,etf8_gjun497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000121390024001957,ff12024a3_silynxcomltd.htm,2024-01-08,F-1/A,0001976443,Silynxcom Ltd.  (SYNX)  (CIK 0001976443)
000144554623008764,etf8_gmay497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008757,etf8_gapr497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000087282524000002,acwmf113023n-csr.htm,2024-01-25,N-CSR,0000872825,AMERICAN CENTURY WORLD MUTUAL FUNDS INC  (CIK 0000872825)
000144554623008758,etf8_gaug497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008776,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000199937124000216,ampd-ncsrs_103123.htm,2024-01-08,N-CSRS,0001924868,Tidal Trust II  (CIK 0001924868)
000144554623008760,etf8_gjan497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000182912624000462,gabelliinnova_485bpos.htm,2024-01-26,485BPOS,0001760567,Gabelli Innovations Trust  (CIK 0001760567)
000119312524002525,d494879d424b2.htm,2024-01-04,424B2,0000107263,"WILLIAMS COMPANIES, INC.  (WMB)  (CIK 0000107263)"
000089853124000004,hft_hf-ncsra.htm,2024-01-04,N-CSR,0000891944,HENNESSY FUNDS TRUST  (CIK 0000891944)
000119312524000253,d494879d424b5.htm,2024-01-02,424B5,0000107263,"WILLIAMS COMPANIES, INC.  (WMB)  (CIK 0000107263)"
000144554623008784,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554624000599,etf8_497k.htm,2024-01-22,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000199937124000126,afa-nscrs_103123.htm,2024-01-05,N-CSRS,0001843499,AFA Private Credit Fund  (CIK 0001843499)
000121390024003363,ff12024a1_beamrimag.htm,2024-01-12,F-1/A,0001899005,Beamr Imaging Ltd.  (BMR)  (CIK 0001899005)
000144554623008729,etf8_dapr497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008733,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008755,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008780,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008752,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000083344424000011,jci-20231231.htm,2024-01-30,10-Q,0000833444,Johnson Controls International plc  (JCI)  (CIK 0000833444)
000144554623008740,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008743,etf8_fapr497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008730,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008747,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008731,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008748,etf8_fixd.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008754,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008750,etf8_fjul.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008746,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008781,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008736,etf8_djun.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000199937124000219,fiax-ncsr_103123.htm,2024-01-08,N-CSR,0001924868,Tidal Trust II  (CIK 0001924868)
000144554623008778,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008745,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008749,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008739,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000199937124000131,af-ncsrs_103123.htm,2024-01-05,N-CSRS,0001396092,World Funds Trust  (CIK 0001396092)
000144554623008737,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008716,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554624000595,etf8_497k.htm,2024-01-22,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008741,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000116204424000120,tanakancsr.htm,2024-01-31,N-CSR,0001051219,TANAKA FUNDS INC  (CIK 0001051219)
000144554623008756,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554624000601,ft-20240122.htm,2024-01-22,497,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008782,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008734,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008738,etf8_dmay.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008753,etf8_fmay.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008751,etf8_fjun.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008767,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008779,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554624000571,etf8_497k.htm,2024-01-22,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008777,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008735,etf8_djul.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000089418924000504,ck0001300746-20230930.htm,2024-01-25,485BPOS,0001300746,Intrepid Capital Management Funds Trust  (CIK 0001300746)
000144554623008744,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000199937124000213,cpii-ncsrs_103123.htm,2024-01-08,N-CSRS,0001742912,Tidal ETF Trust  (CIK 0001742912)
000144554624000593,ft-20240122.htm,2024-01-22,497,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000139834424000275,fp0085957-3_ncsrs.htm,2024-01-08,N-CSRS,0001881739,Variant Impact Fund  (CIK 0001881739)
000144554624000597,ft-20240122.htm,2024-01-22,497,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008766,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008788,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000091314424000005,rnrfinancialsupplement2023.htm,2024-01-30,EX-99.2,0000913144,"RENAISSANCERE HOLDINGS LTD  (RNR, RNR-PF, RNR-PG)  (CIK 0000913144)"
000121481624000014,q42023financialsupplement.htm,2024-01-31,EX-99.2,0001214816,"AXIS CAPITAL HOLDINGS LTD  (AXS, AXS-PE)  (CIK 0001214816)"
000144554623008787,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000144554623008785,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000110465924005036,filename1.htm,2024-01-19,DRS,0001834526,"GP-Act III Acquisition Corp.  (GPAT, GPATU, GPATW)  (CIK 0001834526)"
000144554623008786,etf8_497k.htm,2024-01-02,497K,0001667919,FIRST TRUST EXCHANGE-TRADED FUND VIII  (CIK 0001667919)
000182912624000208,nuvogroup_f4a2.htm,2024-01-16,F-4/A,0001990145,"Holdco Nuvo Group D.G Ltd.  (NUVOQ, NUVOW)  (CIK 0001990145)"
000182912624000461,teton_485bpos.htm,2024-01-26,485BPOS,0000796229,TETON WESTWOOD FUNDS  (CIK 0000796229)
000119312524006043,d636877d425.htm,2024-01-10,425,0001865506,"ESGEN Acquisition Corp  (ZEO, ZEOWW)  (CIK 0001865506)"
000110465924000329,tm2332968d2_s1a.htm,2024-01-02,424B3,0001819411,"Gain Therapeutics, Inc.  (GANX)  (CIK 0001819411)"
000119312524003259,d906669dncsrs.htm,2024-01-05,N-CSRS,0000353281,BLACKROCK FINANCIAL INSTITUTIONS SERIES TRUST  (CIK 0000353281)
000121390024006835,ea168367_ncsr.htm,2024-01-26,N-CSR,0001452937,EXCHANGE TRADED CONCEPTS TRUST  (CIK 0001452937)
000031830024000052,exhibit991q42023er.htm,2024-01-23,EX-99.1,0000318300,PEOPLES BANCORP INC  (PEBO)  (CIK 0000318300)
000095017024007518,agys-20231231.htm,2024-01-25,10-Q,0000078749,AGILYSYS INC  (AGYS)  (CIK 0000078749)
000149315224004326,form424b3.htm,2024-01-30,424B3,0000883975,Microbot Medical Inc.  (MBOT)  (CIK 0000883975)
000089418924000636,ck0001027596-20230930.htm,2024-01-26,485BPOS,0001027596,ADVISORS SERIES TRUST  (CIK 0001027596)
000114036124001759,ny20016597x1_s3.htm,2024-01-10,S-3,0001228627,"Ocuphire Pharma, Inc.  (OCUP)  (CIK 0001228627)"
000003016724000001,lp1-035.htm,2024-01-23,N-CSRS,0000030167,"BNY Mellon Sustainable U.S. Equity Fund, Inc.  (CIK 0000030167)"
000119312524001279,d774134dncsrs.htm,2024-01-03,N-CSRS,0001081400,ALLSPRING FUNDS TRUST  (CIK 0001081400)
000110465924006508,tm244098d1_defa14a.htm,2024-01-25,DEFA14A,0001828248,Churchill Capital Corp VII  (CIK 0001828248)
000110465924006829,tm244200d1_425.htm,2024-01-26,425,0001828248,Churchill Capital Corp VII  (CIK 0001828248)
000110465924006829,tm244200d1_425.htm,2024-01-26,425,0001987867,CorpAcq Group Plc  (CPGRA)  (CIK 0001987867)
000095012324000031,filename1.htm,2024-01-04,DRS,0002006291,"Churchill Capital Corp IX/Cayman  (CCIX, CCIXU, CCIXW)  (CIK 0002006291)"
000119312524019524,d433201dpre14a.htm,2024-01-30,PRE 14A,0001720990,Fisker Inc./DE  (FSRNQ)  (CIK 0001720990)
000121390024006603,ea168747_485bpos.htm,2024-01-26,485BPOS,0001633061,Amplify ETF Trust  (CIK 0001633061)
000089418924000590,ck0000811030-20230930.htm,2024-01-26,485BPOS,0000811030,PROFESSIONALLY MANAGED PORTFOLIOS  (CIK 0000811030)
000009622324000006,jef-20231130.htm,2024-01-26,10-K,0000096223,Jefferies Financial Group Inc.  (JEF)  (CIK 0000096223)
000095012324000240,filename1.htm,2024-01-19,DRS/A,0002000178,"Loar Holdings, LLC  (LOAR)  (CIK 0002000178)"
000089418924000062,ck0001141819-20230801.htm,2024-01-03,497,0001141819,TRUST FOR PROFESSIONAL MANAGERS  (CIK 0001141819)
000110465924002190,tm2327714d5_ncsr.htm,2024-01-08,N-CSR,0001362481,abrdn Global Dynamic Dividend Fund  (AGD)  (CIK 0001362481)
000168386324000153,f37335d1.htm,2024-01-19,485APOS,0001051562,PRUDENTIAL INVESTMENT PORTFOLIOS 12  (CIK 0001051562)
000110465924002194,tm2327714d7_ncsr.htm,2024-01-08,N-CSR,0001379400,abrdn Total Dynamic Dividend Fund  (AOD)  (CIK 0001379400)
000089418924000634,ck0000796227-20230930.htm,2024-01-26,485BPOS,0000796227,"Provident Mutual Funds, Inc.  (CIK 0000796227)"
000121390024006695,ea192205-424b3_arbiot.htm,2024-01-26,424B3,0001930179,ARB IOT Group Ltd  (ARBB)  (CIK 0001930179)
000120677424000007,mimgaf4273241-ncsr.htm,2024-01-03,N-CSR,0000910682,DELAWARE GROUP ADVISER FUNDS  (CIK 0000910682)
000144554624000094,fsd_ncsr.htm,2024-01-08,N-CSR,0001494530,FIRST TRUST HIGH INCOME LONG/SHORT FUND  (CIK 0001494530)
000117184324000207,ntic20231130_10q.htm,2024-01-11,10-Q,0000875582,NORTHERN TECHNOLOGIES INTERNATIONAL CORP  (NTIC)  (CIK 0000875582)
000196873224000007,primary-document.htm,2024-01-04,N-CSR,0001100663,iSHARES TRUST  (CIK 0001100663)
000119312524009627,d723351dex99f.htm,2024-01-18,EX-99.(F),0000852555,QUEENSLAND TREASURY CORP  (CIK 0000852555)
000119312524009627,d723351dex99f.htm,2024-01-18,EX-99.(F),0001244818,STATE OF QUEENSLAND AUSTRALIA  (CIK 0001244818)
000119312524013592,d736506dex992.htm,2024-01-24,EX-99.2,0000090498,SIMMONS FIRST NATIONAL CORP  (SFNC)  (CIK 0000090498)
000119312524009629,d729392d424b3.htm,2024-01-18,424B3,0000852555,QUEENSLAND TREASURY CORP  (CIK 0000852555)
000144554624000764,s-6a.htm,2024-01-31,S-6/A,0001997058,FT 11224  (CIK 0001997058)
000144554624000431,s-6.htm,2024-01-19,S-6,0002002155,FT 11279  (CIK 0002002155)
000089418924000507,ck0001027596-20230930.htm,2024-01-25,485BPOS,0001027596,ADVISORS SERIES TRUST  (CIK 0001027596)
000119312524005278,d666000dncsr.htm,2024-01-09,N-CSR,0000878719,ADVISORS' INNER CIRCLE FUND  (CIK 0000878719)
000144554624000714,s-6.htm,2024-01-26,S-6,0001997057,FT 11223  (CIK 0001997057)
000074645824000002,acmt113023n-csr.htm,2024-01-25,N-CSRS,0000746458,AMERICAN CENTURY MUNICIPAL TRUST  (CIK 0000746458)
000119312524001282,d520570dncsrs.htm,2024-01-03,N-CSRS,0001210123,ALLSPRING INCOME OPPORTUNITIES FUND  (EAD)  (CIK 0001210123)
000144554624000586,s487.htm,2024-01-22,487,0001992852,FT 11174  (CIK 0001992852)
000110465924007226,osis-20231231x10q.htm,2024-01-26,10-Q,0001039065,OSI SYSTEMS INC  (OSIS)  (CIK 0001039065)
000144554624000328,s487.htm,2024-01-12,487,0001992861,FT 11183  (CIK 0001992861)
000119312524003267,d546649dncsrs.htm,2024-01-05,N-CSRS,0000814507,BLACKROCK EQUITY DIVIDEND FUND  (CIK 0000814507)
000089418924000638,ck0000822519-20230930.htm,2024-01-26,485BPOS,0000822519,CONCORDE FUNDS INC  (CIK 0000822519)
000126022124000016,a760708transdigmgroupbookm.pdf,2024-01-26,ARS,0001260221,TransDigm Group INC  (TDG)  (CIK 0001260221)
000119312524003396,d573476dncsr.htm,2024-01-05,N-CSR,0000812801,NUVEEN MUNICIPAL VALUE FUND INC  (NUV)  (CIK 0000812801)
000119312524003400,d489680dncsr.htm,2024-01-05,N-CSR,0000830271,NUVEEN MUNICIPAL INCOME FUND INC  (NMI)  (CIK 0000830271)
000119312524003398,d573476dncsr.htm,2024-01-05,N-CSR,0001450445,Nuveen AMT-Free Municipal Value Fund  (NUW)  (CIK 0001450445)
000199937124000833,gotham-485bpos_012524.htm,2024-01-25,485BPOS,0001742912,Tidal ETF Trust  (CIK 0001742912)
000121390024008109,f20f2023_leddar.htm,2024-01-31,20-F,0001981462,"LeddarTech Holdings Inc.  (LDTC, LDTCW)  (CIK 0001981462)"
000119312524001273,d586656dncsr.htm,2024-01-03,N-CSR,0001081400,ALLSPRING FUNDS TRUST  (CIK 0001081400)
000119312524001289,d520574dncsr.htm,2024-01-03,N-CSR,0001386067,ALLSPRING GLOBAL DIVIDEND OPPORTUNITY FUND  (EOD)  (CIK 0001386067)
000144554624000108,ftsrs_ncsr.htm,2024-01-08,N-CSR,0001497778,FIRST TRUST SERIES FUND  (CIK 0001497778)
000121390024005717,ea192053-f1a1_arbiot.htm,2024-01-23,F-1/A,0001930179,ARB IOT Group Ltd  (ARBB)  (CIK 0001930179)
000144554624000726,ftetfvi-20240129.htm,2024-01-29,485BPOS,0001552740,FIRST TRUST EXCHANGE-TRADED FUND VI  (CIK 0001552740)
000110465924007752,tm2332633d2_ars.pdf,2024-01-29,ARS,0001140859,"Cencora, Inc.  (COR)  (CIK 0001140859)"
000089418924000513,ck0001141819-20230930.htm,2024-01-25,485BPOS,0001141819,TRUST FOR PROFESSIONAL MANAGERS  (CIK 0001141819)
000144554624000436,s487.htm,2024-01-19,487,0001995161,FT 11208  (CIK 0001995161)
000144554624000022,s487.htm,2024-01-03,487,0002002147,FT 11273  (CIK 0002002147)
000144554624000739,s487.htm,2024-01-30,487,0001997051,FT 11218  (CIK 0001997051)
000102345924000011,simu-20231130.htm,2024-01-05,10-Q,0001023459,"Simulations Plus, Inc.  (SLP)  (CIK 0001023459)"
000144554624000738,s487.htm,2024-01-30,487,0001997052,FT 11219  (CIK 0001997052)
000144554624000158,s487.htm,2024-01-10,487,0001992858,FT 11180  (CIK 0001992858)
000144554624000321,s487.htm,2024-01-12,487,0001992865,FT 11187  (CIK 0001992865)
000119312524009627,d723351dex99civ.htm,2024-01-18,EX-99.(C)(IV),0000852555,QUEENSLAND TREASURY CORP  (CIK 0000852555)
000119312524009627,d723351dex99civ.htm,2024-01-18,EX-99.(C)(IV),0001244818,STATE OF QUEENSLAND AUSTRALIA  (CIK 0001244818)
000144554624000662,s487.htm,2024-01-25,487,0001998084,FT 11238  (CIK 0001998084)
000144554624000156,s487.htm,2024-01-10,487,0001992863,FT 11185  (CIK 0001992863)
000103089424000003,cls20231231prfs.htm,2024-01-30,EX-99.1,0001030894,CELESTICA INC  (CLS)  (CIK 0001030894)
000144554624000378,s487.htm,2024-01-17,487,0001995159,FT 11207  (CIK 0001995159)
000144554624000019,s-6.htm,2024-01-03,S-6,0001999444,FT 11251  (CIK 0001999444)
000139834424000273,fp0085958-3_ncsrs.htm,2024-01-08,N-CSRS,0001736510,Variant Alternative Income Fund  (NICHX)  (CIK 0001736510)
000144554624000651,s487.htm,2024-01-24,487,0001995163,FT 11210  (CIK 0001995163)
000144554624000381,s487.htm,2024-01-17,487,0001995148,FT 11197  (CIK 0001995148)
000144554624000666,s487.htm,2024-01-25,487,0001998083,FT 11237  (CIK 0001998083)
000144554624000647,s487.htm,2024-01-24,487,0001997047,FT 11215  (CIK 0001997047)
000144554624000665,s487.htm,2024-01-25,487,0001999444,FT 11251  (CIK 0001999444)
000144554624000157,s487.htm,2024-01-10,487,0001992857,FT 11179  (CIK 0001992857)
000144554624000649,s487.htm,2024-01-24,487,0001997046,FT 11214  (CIK 0001997046)
000144554624000035,s487.htm,2024-01-04,487,0001998078,FT 11232  (CIK 0001998078)
000119312524003317,d683748dncsrs.htm,2024-01-05,N-CSRS,0000830744,WILMINGTON FUNDS  (CIK 0000830744)
000144554624000324,s487.htm,2024-01-12,487,0001995143,FT 11192  (CIK 0001995143)
000144554624000382,s487.htm,2024-01-17,487,0001995147,FT 11196  (CIK 0001995147)
000144554624000434,s487.htm,2024-01-19,487,0001998080,FT 11234  (CIK 0001998080)
000144554624000323,s487.htm,2024-01-12,487,0001992860,FT 11182  (CIK 0001992860)
000119312524002049,d586624dncsrs.htm,2024-01-04,N-CSRS,0001100663,iSHARES TRUST  (CIK 0001100663)
000144554624000106,etf4_ncsr.htm,2024-01-08,N-CSR,0001517936,FIRST TRUST EXCHANGE-TRADED FUND IV  (CIK 0001517936)
000110465924004488,tm2332862d2_ars.pdf,2024-01-17,ARS,0000046765,"Helmerich & Payne, Inc.  (HP)  (CIK 0000046765)"
000144554624000737,s487.htm,2024-01-30,487,0001997049,FT 11216  (CIK 0001997049)
000119312524017401,d151173ds3.htm,2024-01-29,S-3,0001666071,"Cardlytics, Inc.  (CDLX)  (CIK 0001666071)"
000119312524010681,d714613dars.pdf,2024-01-19,ARS,0001687221,"REV Group, Inc.  (REVG)  (CIK 0001687221)"
000089418924000455,ck0001027596-20230930.htm,2024-01-25,485BPOS,0001027596,ADVISORS SERIES TRUST  (CIK 0001027596)
000119312524003471,d649735dprem14a.htm,2024-01-05,PREM14A,0001805387,"Cerevel Therapeutics Holdings, Inc.  (CIK 0001805387)"
000119312524001133,d542998dncsr.htm,2024-01-03,N-CSR,0000880366,LEGG MASON PARTNERS INVESTMENT TRUST  (CIK 0000880366)
000144554624000377,s487.htm,2024-01-17,487,0001995144,FT 11193  (CIK 0001995144)
000144554624000650,s487.htm,2024-01-24,487,0001997045,FT 11213  (CIK 0001997045)
000144554624000130,s487.htm,2024-01-09,487,0001991974,FT 11165  (CIK 0001991974)
000119312524009681,d649735dprer14a.htm,2024-01-18,PRER14A,0001805387,"Cerevel Therapeutics Holdings, Inc.  (CIK 0001805387)"
000119312524016231,d68172dncsr.htm,2024-01-26,N-CSR,0000352665,"PRUDENTIAL SECTOR FUNDS, INC.  (CIK 0000352665)"
000144554624000435,s487.htm,2024-01-19,487,0001998081,FT 11235  (CIK 0001998081)
000005193124000135,wgi_ncsr.htm,2024-01-31,N-CSR,0000894005,CAPITAL WORLD GROWTH & INCOME FUND  (CIK 0000894005)
000144554624000648,s487.htm,2024-01-24,487,0001997043,FT 11211  (CIK 0001997043)
000144554624000411,s487.htm,2024-01-18,487,0001995151,FT 11200  (CIK 0001995151)
000119312524002052,d595585dncsrs.htm,2024-01-04,N-CSRS,0000930667,"iShares, Inc.  (CIK 0000930667)"
000144554624000037,s487.htm,2024-01-04,487,0001997059,FT 11225  (CIK 0001997059)
000144554624000133,s487.htm,2024-01-09,487,0001991977,FT 11167  (CIK 0001991977)
000144554624000127,s487.htm,2024-01-09,487,0001991975,FT 11164  (CIK 0001991975)
000144554624000379,s487.htm,2024-01-17,487,0001992867,FT 11189  (CIK 0001992867)
000144554624000433,s487.htm,2024-01-19,487,0001995162,FT 11209  (CIK 0001995162)
000144554624000159,s487.htm,2024-01-10,487,0001992864,FT 11186  (CIK 0001992864)
000144554624000036,s487.htm,2024-01-04,487,0001992853,FT 11175  (CIK 0001992853)
000119312524009698,d649735ddefm14a.htm,2024-01-18,DEFM14A,0001805387,"Cerevel Therapeutics Holdings, Inc.  (CIK 0001805387)"
000110465924001653,tm2328874d6_ncsr.htm,2024-01-05,N-CSR,0001291446,Credit Suisse Commodity Strategy Funds  (CIK 0001291446)
000144554624000438,s487.htm,2024-01-19,487,0001995155,FT 11204  (CIK 0001995155)
000144554624000437,s487.htm,2024-01-19,487,0001995154,FT 11203  (CIK 0001995154)
000144554624000439,s487.htm,2024-01-19,487,0001995153,FT 11202  (CIK 0001995153)
000144554624000736,s487.htm,2024-01-30,487,0001997050,FT 11217  (CIK 0001997050)
000162363224000127,form1497wisi.htm,2024-01-25,N-CSR,0000918199,"Federated Hermes World Investment Series, Inc.  (CIK 0000918199)"
000144554624000160,s487.htm,2024-01-10,487,0001992862,FT 11184  (CIK 0001992862)
000196873224000004,primary-document.htm,2024-01-04,N-CSR,0000844779,BLACKROCK FUNDS  (CIK 0000844779)
000144554624000084,s487.htm,2024-01-05,487,0001992855,FT 11177  (CIK 0001992855)
000089853124000012,hf-ncsra.htm,2024-01-08,N-CSR,0001027596,ADVISORS SERIES TRUST  (CIK 0001027596)
