cik,original_name,new_name,date
0001078858,ELECTRIC NETWORK COM INC,SOLAR ENERGY SOURCES INC.,2006-06-21
0001079171,BID COM INTERNATIONAL INC,ADB SYSTEMS INTERNATIONAL INC,2002-04-25
0001079270,LIFEMINDERS COM INC,LIFEMINDERS INC,2000-05-15
0001079786,MUSICMAKER COM INC,MM COMPANIES INC,2002-05-30
0001079996,"INSURE.COM, INC",Life Quotes,2009-10-28
0001080056,THESTREET COM,"THESTREET, INC.",2011-06-17
0001080131,CARSDIRECT COM INC,"INTERNET BRANDS, INC.",2005-06-01
0001080866,ILIFE COM INC,BANKRATE INC,2000-10-03
0001081182,MORTGAGE COM INC,MDCM HOLDINGS INC,2001-02-12
0001081369,DIMGROUP COM INC,DATASTAND TECHNOLOGIES INC,2001-12-17
0001081275,GREATESTESCAPES COM INC,AMERICAN AMMUNITION INC,2001-10-02
0001081661,MAIL COM INC,EASYLINK SERVICES CORP,2001-02-16
0001082121,WHATSUPMUSIC COM INC,NEW MILLENNIUM DEVELOPMENT GROUP,2001-12-31
0001082384,UBRANDIT COM,"CHINA GREEN MATERIAL TECHNOLOGIES, INC.",2008-01-11
0001082275,NETMAXIMIZER COM INC,"CAPITAL MARKETS TECHNOLOGIES, INC.",2007-05-11
0001082431,PHOTOVOLTAICS COM INC,PAN INTERNATIONAL HOLDINGS INC,2000-08-15
0001082506,PHONE COM INC,OPENWAVE SYSTEM INC,2000-11-20
0001082526,SCIQUEST COM INC,SCIQUEST INC,2002-05-10
0001083243,ZAP COM CORP,NZCH Corp,2016-06-22
0001083706,EMAJIX COM INC,ENXNET INC,2001-02-14
0001083712,INTERNET COM CORP,INT MEDIA GROUP INC,2001-08-14
0001083829,GLOBAL CYBER SPORTS COM INC,INTERNATIONAL GROUP HOLDINGS INC,2003-03-03
0001083866,E COM TECHNOLOGIES CORP,EDEN ENERGY CORP,2004-09-27
0001083846,STOCKUP COM INC,PREFERENCE TECHNOLOGIES INC,2000-02-23
0001083914,PACIFICTRADINGPOST COM INC,"Jill Kelly Productions Holding, Inc.",2003-08-01
0001084332,SALON COM,SALON MEDIA GROUP INC,2001-03-09
0001084370,WORLDTRADESHOW COM INC,"BUSINESS.VN, INC.",2008-03-14
0001084551,KIDSTOYSPLUS COM INC,STEALTH MEDIALABS INC,2002-09-25
0001084883,GONETGEN COM INC,ROYAL FINANCE INC,2001-04-03
0001084892,CREDITGROUP COM INC,"Tradex Global Financial Services, Inc.",1999-08-12
0001085791,"CORP-FIN.COM, INC.","JPC CAPITAL PARTNERS, INC.",2004-02-27
0001085770,HOMESTORE COM INC,HOMESTORE INC,2002-11-14
0001085761,E2ENET COM INC,E2ENET INC,1999-05-17
0001085819,SALEOUTLET COM INC,GATLIN HOLDINGS INC,2001-03-19
0001086082,DATIGEN COM INC,"Smart Energy Solutions, Inc.",2005-10-04
0001086440,TRAVELNSTORE COM INC,TRAVELNSTORE INC,2001-04-26
0001086740,DELTATHREE COM INC,DELTATHREE INC,2000-03-29
0001086722,PHOTOLOFT COM,BRIGHTCUBE INC,2000-07-31
0001087277,FREESHOP COM INC,APTIMUS INC,2001-02-14
0001087356,BIDHIT COM INC,Data Fit Inc,2000-11-15
0001087782,PERFUMANIA COM INC,ENVISION DEVELOPMENT CORP /FL/,2000-01-24
0001087831,PURCHASEPRO COM INC,PRO AFTER INC,2003-02-10
0001087848,FREEPCSQUOTE COM,DIGITAL LEARNING,2004-04-07
0001088000,AMERICASDOCTOR COM INC,AMERICASDOCTOR INC,2002-02-14
0001087875,COOLSAVINGS COM INC,COOLSAVINGS INC,2002-02-07
0001087879,SHOPNOW COM INC,NETWORK COMMERCE INC,2000-01-31
0001088022,BAMBOO COM INC,INTERNET PICTURES CORP,2000-02-16
0001088116,SUNHAWK COM CORP,STARDRIVE SOLUTIONS INC,2001-08-06
0001088095,DOCTORSURF COM INC,EONNET MEDIA INC,2001-04-17
0001088143,X COM FUNDS,PAYPAL FUNDS,2001-02-27
0001088211,NEWSGURUS COM INC,SECURE ENTERPRISE SOLUTIONS INC,2002-08-08
0001088401,OMNI PARK PASS COM INC,INVVISION CAPITAL INC,2001-05-17
0001088464,BROWSESAFE COM INC,PLANETGOOD TECHNOLOGIES INC,2000-05-15
0001089029,JAGNOTES COM,JAG MEDIA HOLDINGS INC,2002-04-12
0001089100,ESTAFF COM INC,BEST COMPUTER SERVICES INC,2003-07-15
0001089565,CARDSTAKES COM INC,LEGACY WINE & SPIRITS INTERNATIONAL LTD.,2006-06-15
0001089531,ACTIVEWORLDS COM INC,Activeworlds Corp,2007-08-15
0001089979,PLANETRX COM,PARAGON FINANCIAL CORP,2003-02-20
0001091356,AMERICABILIA COM INC,CRYSTALIX GROUP INTERNATIONAL INC,2003-01-13
0001091164,NEWAGECITIES COM INC,GENESIS TECHNOLOGY GROUP INC,2002-07-15
0001091294,XIT SOLUTIONS COM INC,ARGENTA SYSTEMS INC,2003-08-13
0001091293,PARAGON POLARIS STRATAGIES COM INC,ICOWORKS INC,2003-10-23
0001091566,A1 INTERNET COM INC,WORLDTEQ GROUP INTERNATIONAL INC,2002-04-22
0001091599,ADSTAR COM INC,ADSTAR INC,2003-09-09
0001091938,BUDGETHOTELS COM INC,BUDGETHOTELS  NETWORK  INC,2003-05-23
0001092083,IP VOICE COM INC,IPVOICE COMMUNICATIONS INC,2001-08-14
0001092197,STRATABASE COM,STRATABASE,2002-05-15
0001092310,E FINANCIAL DEPOT COM,COLLABORATIVE FINANCIAL NETWORK GROUP INC,2001-01-11
0001092455,GOTHINK COM INC,KNOWLEDGE TRANSFER SYSTEMS  INC,2001-08-16
0001092662,TRADING SOLUTIONS COM INC,Chembio Diagnostics Inc.,2004-06-04
0001092753,YOUR BANK ONLINE COM INC,SECURE SIGN INC,2002-12-24
0001092945,OSCM ONE STOP COM INC,"METISCAN, INC.",2009-06-11
0001093509,SILK BOTANICALS COM INC,CONSOLIDATED RESOURCES GROUP INC,2002-05-30
0001093549,QXL COM PLC,QXL RICARDO PLC,2002-02-14
0001093816,WWW EBIZNET COM INC,BIZNET GROUP INC,2007-07-23
0001093800,DENMANS COM INC,IMPULSE MEDIA TECHNOLOGIES INC,2002-01-14
0001093837,TAKE TO AUCTION COM INC,NIMBUS GROUP  INC,2001-10-17
0001094005,SINA COM,SINA CORP,2003-03-31
0001093902,PHON NET COM INC,ENVIRONMENTAL STRATEGIES & TECHNOLOGIES INTERNATIONAL INC,2002-06-13
0001094025,CANCEROPTION COM INC,BIOIMMUNE INC,2000-01-05
0001093986,PAYFORVIEW COM CORP /NV/,PAYFORVIEW MEDIA HOLDINGS GROUP CORP,2001-05-15
0001094231,POLITICS COM INC,ENGLISH LANGUAGE LEARNING & INSTRUCTION SYSTEM INC,2001-03-30
0001094202,GETTHERE COM,GETTHERE INC,2000-07-31
0001094638,CLIXHEALTH COM INC,CLIX GROUP INC,1999-10-06
0001094806,NETJ COM CORP,ZOOLINK CORP,2002-11-14
0001094808,FINDWHAT COM INC,"MIVA, INC.",2005-05-10
0001095181,QUADXSPORTS COM INC,Direct Pet Health Holdings Inc,2000-08-15
0001095070,FIRST ECOM COM INC,BREK ENERGY CORP,2002-02-05
0001095130,CDKNET COM INC,"ARKADOS GROUP, INC.",2006-10-02
0001095299,ESCHOOL COM INC,"Powered, Inc.",2008-06-02
0001095266,E CRUITER COM INC,WORKSTREAM INC,2001-09-20
0001095471,GUIDELOCATOR COM INC,DECORIZE INC,2001-05-11
0001095691,QORUS COM INC,DigitalFX International Inc,2006-07-21
0001095792,ECOMMERCIAL COM INC,MINDARROW SYSTEMS INC,2000-06-27
0001095858,B2BSTORES COM INC,IVAX DIAGNOSTICS INC,2001-05-14
0001096114,ECHAPMAN COM INC,ECHAPMAN INC,2001-08-14
0001096219,NEOFORMA COM INC,NEOFORMA INC/CA/,2001-11-14
0001096376,NUTRISYSTEM COM INC,NUTRI SYSTEM INC /DE/,2001-02-08
0001096295,ESPORTBIKE COM INC,RED BUTTE ENERGY INC,2002-04-30
0001096298,ASIA 4 SALE COM INC,"ASIA8, INC.",2007-08-15
0001096297,2DOBIZ COM INCICES INC,INTERLOCK SERVICES INC,2002-02-01
0001096573,PARTICIPATE COM INC,PARTICIPATE SYSTEMS INC,2000-05-31
0001096475,"CERTIFIEDMAIL.COM, INC","Datamotion, Inc.",2009-05-18
0001096555,PLANET411 COM INC,IVANY MINING INC,2007-07-25
0001096662,SKREEM COM CORP,WATERFORD STERLING CORP,2001-06-14
0001096688,NETWORTHUSA COM INC,EBUX INC,2001-04-02
0001096841,ACUBID COM INC,ASIA WEB HOLDINGS INC,2000-07-05
0001096915,PCSUPPORT COM INC,"NOVA ENERGY, INC.",2008-08-21
0001097303,4CHARITY COM INC,4CHARITY INC,2002-02-05
0001097618,2 INFINITY COM INC,2 INFINITY INC,2000-09-12
0001097718,AUCTION ANYTHING COM INC,DISEASE SCIENCES INC,2002-04-30
0001098226,CLUBCHARLIE COM INC,VIASTAR HOLDINGS INC,2003-08-06
0001098128,EBOOKERS COM PLC,EBOOKERS    PLC,2002-07-10
0001098278,WEB4BOATS COM INC,FEDERAL SECURITY PROTECTION SERVICES INC,2002-04-24
0001098343,NETPARTS COM,TURNER VALLEY OIL & GAS INC,2003-08-14
0001098315,GO2PHARMACY COM INC,INNOVATIVE COS INC,2003-06-30
0001098689,I3DX COM,ORASEE CORP,2001-11-27
0001098578,RADIOTOWER COM INC,PACIFIC FUEL CELL CORP,2001-11-14
0001099139,TELE SPECIAL COM,INTERNATIONAL BRANDS INC,2000-01-12
0001099290,ABLEAUCTIONS COM INC,"SINOCOKING COAL & COKE CHEMICAL INDUSTRIES, INC.",2010-02-11
0001099330,VDO COM INC /FL,HUNDRED MILE PLUS LTD INC,2002-03-06
0001099358,1STOPSALE COM HOLDINGS INC,GLOBAL ENERGY GROUP INC,2001-10-02
0001099217,FISHTHEWORLD COM INC,FISHTHEWORLD HOLDINGS INC,2002-06-20
0001099795,IPRINT COM INC,IPRINT TECHNOLOGIES INC,2001-08-09
0001100080,YOUTICKET COM INC,WEIGHT LOSS FOREVER INTERNATIONAL INC,2002-05-28
0001100124,CELEBRATEEXPRESS COM INC,"CELEBRATE EXPRESS, INC.",2002-07-31
0001099963,PROGOLFTOURNAMENTS COM,DIGITAL WORLD CUP INC,2001-11-13
0001100360,COSMOZ COM INC/CA,COSMOZ INFRASTRUCTURE SOLUTIONS INC,2001-08-15
0001100644,SOCHRYS COM INC,VALIDIAN CORP,2003-11-12
0001100592,SURFORAMA COM INC,"ASSURED PHARMACY, INC.",2005-10-11
0001100683,PETS COM INC,IPET HOLDINGS INC,2001-02-13
0001100820,SMART INVESTMENT COM INC,ADVANCE COMMUNICATIONS TECHNOLOGIES INC,2000-02-09
0001100917,ONVIA COM INC,ONVIA INC,2004-06-25
0001100891,QINNET COM INC,Q NET TECHNOLOGIES INC,2002-08-20
0001101547,SNOWBALL COM INC,IGN ENTERTAINMENT INC,2002-05-09
0001101661,SHOWSTAR ONLINE COM INC,SONORAN ENERGY INC,2002-07-30
0001101865,NMXS COM  INC,"NEW MEXICO SOFTWARE, INC",2005-08-04
0001102217,HEAVENEXPRESS COM INC,GOLDEN SAND ECO-PROTECTION INC,2003-09-18
0001102119,NETWEB ONLINE COM INC,SPECTRUM BRANDS CORP,2001-04-30
0001102358,IDMEDICAL COM INC,OPUS MEDIA GROUP INC,2002-11-15
0001102432,POKER COM INC,Synthenol Inc,2006-08-22
0001102754,PARTSBASE COM INC,PARTSBASE  INC,2001-05-21
0001103023,OMNINET MEDIA COM INC,OMNINET MEDIA CORP,2001-04-20
0001103310,INTERCARE COM DX INC,INTERCARE DX INC,2003-06-02
0001103568,IHIGH COM INC,"VOLAR VIDEO, INC.",2012-02-09
0001103546,FUTURE CARZ COM INC,FUTURE CARZ INC,2000-08-24
0001104594,WHOODOO COM INC,BALLISTIC VENTURES INC,2003-04-17
0001104855,SUPPORT COM INC,SUPPORTSOFT INC,2002-04-10
0001105064,IVOICE COM INC /DE,"IVOICE, INC /DE",2005-03-22
0001106285,SLABSDIRECT COM INC,CTT INTERNATIONAL DISTRIBUTORS INC.,2004-08-31
0001106917,SCREAMING MEDIA COM INC,PINNACOR INC,2002-11-14
0001107508,GO RACHELS COM CORP,RACHELS GOURMET SNACKS INC,2002-01-07
0001107730,ECREDIT COM INC,CORTERA INC,2011-03-14
0001107694,RACKSPACE COM INC,RACKSPACE MANAGED HOSTING INC,2001-03-19
0001108046,ORGANIC SOILS COM INC,"INHIBITON THERAPEUTICS, INC.",2005-12-21
0001108345,IMPRESO COM INC,IMPRESO INC,2001-02-14
0001108515,PEDIANET COM INC,"Morgan Equities Group, Inc.",2006-03-28
0001108630,COMMUNICATE COM INC,"Live Current Media, Inc.",2008-08-13
0001108940,SOFTCARE EC COM INC,OPEN EC TECHNOLOGIES INC,2003-07-07
0001109067,MAGICINC COM,MAGIC MEDIA NETWORKS INC,2002-07-15
0001109219,TELECOMM COM INC,LION CAPITAL HOLDINGS INC,2003-08-13
0001109262,BRAZILIAN SERVICES COM INC,TECHNOL FUEL CONDITIONERS INC,2001-11-14
0001109329,SAVEYOUTIME COM INC,HESPERIA HOLDING INC,2003-04-15
0001109664,RUSSIAN CAVIAR COM,E SYNERGIES INC,2000-12-20
0001109749,ZEBRAMART COM INC,COTTAGE INVESTMENTS INC,2001-08-15
0001109662,RUSSIAN IMPORTS COM,KIK TECHNOLOGY INTERNATIONAL INC,2001-08-20
0001109678,TRADER COM NV,TRADER CLASSIFIED MEDIA NV,2002-10-07
0001109697,ENCOUNTER COM INC,Encounter Development Technologies Inc.,2014-01-06
0001110189,I TRAX COM INC,I TRAX INC,2001-01-10
0001110520,MILLENNIUM MULTI MEDIA COM CORP,VOXCORP INC,2000-04-17
0001110807,KINZAN COM,KINZAN INC,2000-06-30
0001110781,BENTLEY CAPITAL CORP COM INC,PROTON LABORATORIES INC,2004-03-29
0001111391,COMMUNICATENOW COM INC,AMERICAN ENERGY PARTNERS INC /DE/,2002-07-17
0001111559,ONLINETRADING COM GROUP INC,TRADESTATION GROUP INC,2000-07-18
0001111882,MYTRAVELGUIDE COM INC,PRIME HOLDINGS &  INVESTMENTS  INC,2001-11-29
0001112247,B4UTRADE COM CORP,Quodd Financial Information Services,2003-09-09
0001112509,OZ COM,OZ COMMUNICATIONS  INC,2002-03-29
0001112372,POSTERALLEY COM INC,MEDICAL INTERNATIONAL TECHNOLOGY INC,2002-12-02
0001112420,ZANTAZ COM INC,ZANTAZ INC,2003-05-20
0001113294,CEO CHANNEL COM INC,PEGASUS WIRELESS CORP,2005-04-05
0001113679,CASTPRO COM INC,THAON COMMUNICATIONS INC,2000-12-01
0001115128,COUPONS.com Inc,Quotient Technology Inc.,2015-10-22
0001115818,DSTAGE COM INC,"Camelot Entertainment Group, Inc.",2004-06-30
0001116135,EXTRAYIELD.COM LLC,"ROSE SQUARE CAPITAL, LLC",2003-02-27
0001116644,BROKERDEALS COM LLC                                     /BD,"SOUTHWEST TEXAS CAPITAL, L.L.C",2002-11-22
0001116924,FASTCLICK COM INC,FASTCLICK INC,2004-11-01
0001117258,HIPSTYLE COM INC,SECURITY INTELLIGENCE TECHNOLOGIES INC,2002-03-19
0001117565,AVIDXCHANGE COM INC,AVIDXCHANGE INC,2003-04-09
0001117733,CAFEPRESS COM Inc,CAFEPRESS INC.,2008-11-12
0001118159,CARSUNLIMITED COM INC,"VERSADIAL, INC.",2007-03-02
0001119601,RIM COM INC,RIM HOLDINGS INC,2002-12-30
0001119643,CYBER VITAMIN COM,NUTRA PHARMA CORP,2002-02-28
0001119721,USIP COM INC,Eastern Environment Solutions Corp.,2006-11-15
0001120285,FIRSTBINGO COM,"SOUTH SHORE RESOURCES, INC.",2006-11-06
0001120411,MEDIA & ENTERTAINMENT COM INC,WINSONIC DITIGAL MEDIA GROUP LTD,2004-11-30
0001120817,DIGITALPREVIEWS COM INC,INTRAOP MEDICAL CORP,2004-03-01
0001120916,DRGOODTEETH COM,AMERICAN OIL & GAS INC,2003-03-31
0001121598,EASY COM INC,Royal Spring Water Inc,2006-02-09
0001121915,GERMAN AMERICAN CAPITAL CORP COMM 2000 C1 COM MOR PAS THR CE,DEUTSCHE MORTGAGE & ASSET RECEIVING CORP SERIES 2000-C1,2000-08-14
0001122081,NETTRON COM INC /BC/,VALCENT PRODUCTS INC.,2005-08-09
0001122154,SHOPATHOMEKIDS COM INC,GULFTEX ENERGY CORP,2001-02-26
0001123493,VALUSALES COM INC,VIDEO WITHOUT BOUNDARIES INC,2001-11-16
0001123797,SPICOLOGY COM,LEFT BID CORP,2002-01-08
0001124024,EZFOODSTOP COM,FAR EAST ENERGY CORP,2002-02-11
0001123844,TRAVELSHORTS COM INC,"QUANTUM MRI, INC.",2005-12-12
0001124197,FREEWILLPC COM INC,AMERICAN LEISURE HOLDINGS INC,2002-11-26
0001124403,GAMBLER NETWORK COM INC,NEW DAWN ENTERTAINMENT INC,2001-03-20
0001124586,VISIBILLITY COM INC,VISIBILLITY INC,2002-03-29
0001125785,"NFI NETWORK.COM, LLC","NFI NETWORK, LLC",2002-04-26
0001126115,LAZYGROCER COM,"LZG INTERNATIONAL, INC.",2001-02-07
0001126960,VENTURELIST COM INC,HARTVILLE GROUP  INC,2002-11-27
0001127166,BBIS COM INC,BULLETIN BOARD INFORMATION SERVICES INC,2001-05-14
0001127696,IGOHEALTHY COM INC,HEALTH SCIENCES GROUP INC,2001-07-06
0001128723,I TELECO COM INC,SKYWAY COMMUNICATIONS HOLDING CORP,2003-04-15
0001128724,I ANTIQUEAUCTION COM INC,CONCEPT DIGITAL INC /DE/,2001-04-19
0001128726,I AEROBIDS COM INC,SCHOOLWORKS INC,2001-08-31
0001128725,I REALTYAUCTION COM INC,GENESIS REALTY GROUP INC,2001-10-24
0001128949,EMAIL MORTGAGE COM INC,ADVANCED HEALTHCARE TECHNOLOGIES INC,2002-11-15
0001129248,C B COM INC,CBCOM INC,2000-12-11
0001129512,"SPEEDTRADER.COM, INC.",STOCK USA INVESTMENTS,2005-03-01
0001132442,hc1.com Inc.,"hc1 Insights, Inc.",2019-04-09
0001132810,EXMAILIT COM,CIROND CORP,2003-12-05
0001133290,CLICKESE COM INC,SOLUTIONS TECHNOLOGY INC,2001-04-02
0001133597,VERY BEST OF THE INTERNET COM INC,REFOCUS GROUP INC,2003-01-24
0001133754,HERBALORGANICS COM,TELEPLUS ENTERPRISES INC,2003-10-24
0001135194,JDLPHOTOS COM INC,VALDE CONNECTIONS INC,2003-02-27
0001135401,TOTALSEEK COM INC,DSL INTERNATIONAL INC,2002-10-24
0001136386,DIGITAL ROOSTER COM LTD,Phinder Technologies Inc,2005-02-15
0001136609,INVENTOY COM INC,ASSURE ENERGY INC,2002-05-01
0001137031,USA DEALERS AUCTION COM INC,BRANDS SHOPPING NETWORK INC,2002-02-26
0001137095,MUTUALS COM,USA MUTUALS,2007-07-30
0001137587,MAXXZONE COM INC,ACS HOLDINGS INC,2004-07-16
0001139594,MSDW STRUCTURED ASSET TR UT RE SAT SM CIT COM DE BK SE 01 2,SATURNS TRUST SERIES 2001 2,2001-05-11
0001139614,AMERICANWEST COM INC,WORDLOGIC CORP,2003-08-26
0001139570,"MyStarU.com,Inc.","SUBAYE, INC.",2009-11-02
0001140028,EMAIL REAL ESTATE COM INC,Hana Biosciences Inc,2004-10-07
0001140736,B COM INC,CASH NOW CORP,2004-12-01
0001145202,DR PROTEIN COM INC,PACIFIC TECHNOLOGY INC,2003-03-07
0001157300,AUTOCARBON COM INC,AUTOCARBON INC,2003-01-17
0001157769,GOVDOCS COM INC,GOVDOCS INC,2002-09-04
0001157723,AUTODATARESEARCH COM INC,EAGLE STAR ENERGY GROUP INC,2003-08-14
0001158954,DOUWANTIT COM INC,COMERXIA INC,2002-05-07
0001160164,VMH VIDEOMOVIEHOUSE COM INC,Virtual Media Holdings Inc.,2005-03-18
0001161420,NETASSETMANAGEMENT COM INC,NETASSETMANAGEMENT INC,2002-04-08
0001162867,CORPFIN COM INC /DE/,"JPC Capital Partners, Inc.",2004-11-16
0001166492,HUMETRIX COM INC,HUMETRIX,2002-01-29
0001171012,REAL ESTATEFOR LEASE COM INC,Uni-Pixel,2002-06-04
0001178552,STRATABID COM INC,"BODISEN BIOTECH, INC",2004-05-14
0001202628,LASTMINUTETRAVEL COM INC,TLMT HOLDINGS INC,2004-04-15
0001210097,IMAPDATA COM INC,IMAPDATA INC,2012-07-12
0001219097,"uBid.com Holdings, Inc.","Enable Holdings, Inc.",2008-07-17
0001258655,MARKETWATCH COM INC,MARKETWATCH INC,2004-08-06
